,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
106089,2020-11-06,Melbourne,9.5,16.6,0.2,4.0,0.6,S,28.0,SW,SSW,7.0,13.0,60.0,61.0,1021.9,1020.4,7.0,7.0,13.2,15.0,0,1.6,1
106090,2020-11-07,Melbourne,11.3,16.1,1.6,2.8,8.6,SSW,35.0,S,SSW,15.0,17.0,47.0,52.0,1026.5,1027.2,7.0,4.0,13.7,15.2,1,0.0,0
106091,2020-11-08,Melbourne,8.4,19.5,0.0,6.4,13.3,SSW,26.0,SE,S,6.0,13.0,62.0,54.0,1028.1,1025.7,1.0,1.0,13.1,17.9,0,0.0,0
106092,2020-11-09,Melbourne,11.3,29.0,0.0,6.8,13.3,NNW,39.0,NE,NNW,7.0,13.0,62.0,29.0,1024.3,1020.1,0.0,1.0,18.4,27.7,0,0.0,0
106093,2020-11-10,Melbourne,16.1,32.0,0.0,9.6,12.3,N,48.0,N,N,20.0,19.0,37.0,30.0,1018.4,1014.0,1.0,1.0,23.6,30.9,0,0.0,0
106094,2020-11-11,Melbourne,22.8,28.3,0.0,14.6,0.0,NNE,35.0,NNE,W,19.0,13.0,33.0,49.0,1010.3,1009.2,7.0,8.0,26.0,23.6,0,4.0,1
106095,2020-11-12,Melbourne,19.3,25.5,4.0,3.8,9.8,N,44.0,NW,NNW,19.0,20.0,51.0,43.0,1003.3,1002.0,1.0,5.0,21.9,23.9,1,0.0,0
106096,2020-11-13,Melbourne,15.4,20.6,0.0,8.0,5.4,SSW,31.0,WSW,SSW,7.0,9.0,52.0,58.0,1005.2,1004.3,3.0,7.0,17.1,18.7,0,0.2,0
106097,2020-11-14,Melbourne,13.5,21.0,0.2,4.0,7.2,SSW,24.0,WNW,SSW,7.0,15.0,75.0,47.0,1010.1,1009.7,7.0,5.0,15.2,19.5,0,0.0,0
106098,2020-11-15,Melbourne,12.3,32.5,0.0,5.0,4.9,NW,67.0,SW,N,7.0,31.0,59.0,25.0,1012.5,1004.9,7.0,6.0,18.3,31.3,0,0.0,0
106099,2020-11-16,Melbourne,18.2,24.3,0.0,15.0,12.7,NNW,56.0,NW,SSW,13.0,24.0,34.0,32.0,1008.2,1012.9,1.0,3.0,22.2,23.2,0,0.0,0
106100,2020-11-17,Melbourne,11.9,21.1,0.0,10.6,12.1,W,28.0,W,SSE,11.0,7.0,60.0,43.0,1022.2,1021.9,5.0,6.0,15.3,20.3,0,0.0,0
106101,2020-11-18,Melbourne,10.8,29.5,0.0,5.4,12.3,SW,28.0,NE,SSE,9.0,6.0,62.0,19.0,1022.5,1018.5,7.0,5.0,16.7,28.8,0,0.0,0
106102,2020-11-19,Melbourne,16.1,34.4,0.0,10.0,12.0,NNW,46.0,NE,N,9.0,22.0,44.0,21.0,1016.5,1012.0,4.0,7.0,23.5,33.3,0,0.0,0
106103,2020-11-20,Melbourne,15.6,20.2,0.0,13.4,12.3,SSW,35.0,S,SSW,11.0,17.0,65.0,73.0,1018.8,1020.6,3.0,7.0,18.1,19.1,0,0.0,0
106104,2020-11-21,Melbourne,13.3,25.7,0.0,6.6,4.0,SSW,20.0,NE,SW,7.0,4.0,76.0,59.0,1019.4,1016.1,7.0,7.0,16.1,21.7,0,0.0,0
106105,2020-11-22,Melbourne,16.1,28.2,0.0,4.8,1.7,S,31.0,SSW,NNW,6.0,13.0,74.0,45.0,1014.7,1010.5,7.0,7.0,20.6,27.6,0,30.2,1
106106,2020-11-23,Melbourne,16.6,18.8,30.2,4.2,3.6,S,39.0,SSW,SSW,7.0,13.0,100.0,79.0,1009.8,1012.3,7.0,7.0,17.0,17.8,1,6.0,1
106107,2020-11-24,Melbourne,13.5,20.3,6.0,4.8,3.1,S,30.0,WSW,SSW,6.0,9.0,64.0,59.0,1014.3,1013.8,6.0,7.0,15.6,19.7,1,0.0,0
106108,2020-11-25,Melbourne,13.2,30.5,0.0,3.2,12.5,NW,33.0,NE,SW,9.0,7.0,66.0,41.0,1012.0,1007.8,0.0,4.0,18.9,29.4,0,0.0,0
106109,2020-11-26,Melbourne,15.8,19.4,0.0,7.6,8.3,S,35.0,SSW,SSW,13.0,15.0,76.0,54.0,1015.1,1016.6,7.0,3.0,17.4,18.0,0,0.0,0
106111,2020-11-28,Melbourne,16.0,22.9,0.0,8.4,0.7,SSW,46.0,NNE,SSW,17.0,9.0,73.0,81.0,1004.3,1005.6,7.0,8.0,20.0,19.5,0,2.8,1
106112,2020-11-29,Melbourne,14.4,18.6,2.8,3.6,4.0,S,44.0,SSW,S,15.0,19.0,83.0,67.0,1006.9,1012.1,7.0,7.0,15.5,17.8,1,1.0,0
106113,2020-11-30,Melbourne,12.1,27.2,1.0,4.0,11.4,S,24.0,SSE,SSW,9.0,11.0,56.0,48.0,1015.5,1009.7,7.0,2.0,17.0,22.8,0,0.0,0
106114,2020-12-01,Melbourne,16.8,26.2,0.0,8.8,3.5,NW,65.0,N,WSW,17.0,7.0,47.0,69.0,1003.1,1006.0,7.0,7.0,23.5,20.2,0,0.2,0
106115,2020-12-02,Melbourne,11.9,18.6,0.2,7.2,11.3,S,33.0,W,S,11.0,13.0,50.0,41.0,1022.8,1023.6,5.0,7.0,14.7,17.7,0,0.0,0
106116,2020-12-03,Melbourne,10.6,23.7,0.0,6.6,12.5,SSW,26.0,N,SW,6.0,9.0,53.0,36.0,1023.4,1018.3,1.0,1.0,15.1,22.9,0,0.0,0
106117,2020-12-04,Melbourne,11.4,22.9,0.0,7.0,12.2,SSW,26.0,WSW,S,13.0,9.0,56.0,42.0,1017.9,1015.5,1.0,1.0,15.6,21.7,0,0.0,0
106118,2020-12-05,Melbourne,13.9,28.4,0.0,7.6,2.1,N,63.0,NNE,NNW,9.0,30.0,56.0,32.0,1003.1,994.9,7.0,8.0,17.8,25.7,0,1.4,1
106119,2020-12-06,Melbourne,12.9,20.5,1.4,9.4,6.9,NNW,52.0,NNW,NW,15.0,24.0,56.0,45.0,1001.9,1001.8,7.0,6.0,14.4,18.0,1,2.6,1
106120,2020-12-07,Melbourne,11.3,17.3,2.6,7.6,5.6,WNW,43.0,NW,W,11.0,9.0,54.0,58.0,1005.1,1006.1,6.0,7.0,14.2,14.6,1,6.0,1
106121,2020-12-08,Melbourne,10.6,17.1,6.0,5.0,4.0,S,30.0,SW,SSW,9.0,9.0,68.0,57.0,1018.1,1018.4,7.0,7.0,12.4,15.2,1,0.0,0
106122,2020-12-09,Melbourne,11.7,21.5,0.0,4.0,13.2,S,30.0,SSW,SSW,9.0,15.0,65.0,51.0,1020.3,1017.5,1.0,1.0,15.2,20.3,0,0.6,0
106123,2020-12-10,Melbourne,13.1,17.7,0.6,7.4,10.2,SSW,41.0,SSE,SSW,19.0,22.0,67.0,49.0,1024.7,1026.2,7.0,1.0,15.3,16.9,0,0.0,0
106124,2020-12-11,Melbourne,9.6,21.1,0.0,8.2,13.5,SSW,43.0,S,SSW,11.0,19.0,53.0,51.0,1030.1,1026.5,1.0,0.0,16.1,20.7,0,0.0,0
106125,2020-12-12,Melbourne,11.9,28.1,0.0,8.0,12.1,SE,33.0,NE,S,9.0,13.0,52.0,42.0,1028.2,1023.5,1.0,7.0,18.5,25.4,0,0.0,0
106126,2020-12-13,Melbourne,16.0,30.2,0.0,10.8,10.4,NNW,35.0,N,NNE,20.0,13.0,44.0,31.0,1022.2,1018.0,7.0,7.0,22.0,28.6,0,0.0,0
106127,2020-12-14,Melbourne,17.7,33.7,0.0,13.0,13.4,NNW,48.0,N,NNE,20.0,17.0,40.0,24.0,1016.9,1012.9,1.0,1.0,24.7,32.3,0,0.0,0
106128,2020-12-15,Melbourne,20.4,33.5,0.0,16.6,8.8,NNW,39.0,N,S,22.0,17.0,44.0,77.0,1013.1,1013.0,5.0,7.0,26.6,20.7,0,0.0,0
106129,2020-12-16,Melbourne,15.8,24.6,0.0,9.2,5.1,SSE,41.0,SSE,SW,9.0,15.0,69.0,74.0,1015.9,1012.2,8.0,7.0,17.0,20.1,0,0.0,0
106131,2020-12-18,Melbourne,12.5,18.4,7.6,7.2,7.6,SSW,41.0,WSW,S,9.0,19.0,86.0,57.0,1012.6,1014.2,7.0,7.0,14.1,17.0,1,0.2,0
106132,2020-12-19,Melbourne,12.3,19.9,0.2,8.0,8.7,SSW,37.0,SSE,SSW,9.0,19.0,65.0,51.0,1019.4,1017.1,6.0,6.0,15.4,19.0,0,0.0,0
106133,2020-12-20,Melbourne,9.9,18.9,0.0,10.6,11.4,SSW,33.0,SE,SSW,9.0,15.0,56.0,51.0,1017.2,1015.5,1.0,1.0,16.1,18.1,0,0.0,0
106134,2020-12-21,Melbourne,11.2,21.5,0.0,7.4,0.7,SSW,30.0,NNE,SSW,4.0,6.0,73.0,65.0,1010.5,1006.1,7.0,7.0,14.1,19.6,0,13.2,1
106135,2020-12-22,Melbourne,13.8,20.4,13.2,2.6,1.1,SSW,50.0,W,SSW,7.0,15.0,89.0,80.0,1004.4,1005.3,7.0,7.0,15.5,17.1,1,6.0,1
106136,2020-12-23,Melbourne,13.5,19.5,6.0,4.8,6.4,W,28.0,SW,S,7.0,13.0,66.0,52.0,1019.3,1018.9,7.0,7.0,16.2,18.0,1,1.0,0
106137,2020-12-24,Melbourne,13.4,18.7,1.0,5.0,7.1,SSW,35.0,SSW,SSW,9.0,15.0,70.0,48.0,1019.7,1019.6,7.0,7.0,14.8,17.4,0,0.0,0
106138,2020-12-25,Melbourne,13.6,20.0,0.0,6.2,7.8,S,41.0,ESE,SSW,17.0,15.0,57.0,51.0,1021.8,1018.9,7.0,7.0,16.0,17.7,0,0.0,0
106139,2020-12-26,Melbourne,10.2,27.4,0.0,6.8,12.9,SSW,24.0,N,S,7.0,9.0,73.0,39.0,1015.9,1012.4,1.0,2.0,16.6,23.9,0,0.0,0
106140,2020-12-27,Melbourne,16.2,31.9,0.0,11.4,0.5,S,70.0,NNE,NW,2.0,11.0,38.0,23.0,1005.4,1000.9,7.0,7.0,23.9,31.5,0,3.2,1
106141,2020-12-28,Melbourne,11.5,17.8,3.2,8.4,6.7,S,37.0,SSE,SSW,13.0,19.0,43.0,51.0,1013.1,1012.9,6.0,7.0,15.4,16.9,1,0.0,0
106142,2020-12-29,Melbourne,9.0,21.3,0.0,6.4,10.6,SSW,31.0,SSW,SSW,7.0,17.0,65.0,47.0,1017.4,1016.9,7.0,1.0,15.2,19.6,0,0.0,0
106143,2020-12-30,Melbourne,13.7,21.4,0.0,7.4,9.0,SSW,35.0,S,SSW,11.0,19.0,68.0,68.0,1019.6,1018.7,7.0,7.0,18.1,20.4,0,0.0,0
106144,2020-12-31,Melbourne,15.5,21.2,0.0,7.2,0.2,S,35.0,SSE,SSW,11.0,13.0,79.0,77.0,1021.4,1019.8,8.0,8.0,16.2,18.6,0,0.0,0
